path,file,split,pos,sr_hz,label,size_code,load,rpm,clock_pos
data/32kHz/12kHz_DE_data/B/0007/B007_0.mat,B007_0.mat,12kHz_DE_data,DE,32000,B,007,0,600,
data/32kHz/12kHz_DE_data/B/0007/B007_1.mat,B007_1.mat,12kHz_DE_data,DE,32000,B,007,1,600,
data/32kHz/12kHz_DE_data/B/0007/B007_2.mat,B007_2.mat,12kHz_DE_data,DE,32000,B,007,2,600,
data/32kHz/12kHz_DE_data/B/0007/B007_3.mat,B007_3.mat,12kHz_DE_data,DE,32000,B,007,3,600,
data/32kHz/12kHz_DE_data/B/0014/B014_0.mat,B014_0.mat,12kHz_DE_data,DE,32000,B,014,0,600,
data/32kHz/12kHz_DE_data/B/0014/B014_1.mat,B014_1.mat,12kHz_DE_data,DE,32000,B,014,1,600,
data/32kHz/12kHz_DE_data/B/0014/B014_2.mat,B014_2.mat,12kHz_DE_data,DE,32000,B,014,2,600,
data/32kHz/12kHz_DE_data/B/0014/B014_3.mat,B014_3.mat,12kHz_DE_data,DE,32000,B,014,3,600,
data/32kHz/12kHz_DE_data/B/0021/B021_0.mat,B021_0.mat,12kHz_DE_data,DE,32000,B,021,0,600,
data/32kHz/12kHz_DE_data/B/0021/B021_1.mat,B021_1.mat,12kHz_DE_data,DE,32000,B,021,1,600,
data/32kHz/12kHz_DE_data/B/0021/B021_2.mat,B021_2.mat,12kHz_DE_data,DE,32000,B,021,2,600,
data/32kHz/12kHz_DE_data/B/0021/B021_3.mat,B021_3.mat,12kHz_DE_data,DE,32000,B,021,3,600,
data/32kHz/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat,B028_0_(1797rpm).mat,12kHz_DE_data,DE,32000,B,028,0,600,
data/32kHz/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat,B028_1_(1772rpm).mat,12kHz_DE_data,DE,32000,B,028,1,600,
data/32kHz/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat,B028_2_(1750rpm).mat,12kHz_DE_data,DE,32000,B,028,2,600,
data/32kHz/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat,B028_3_(1730rpm).mat,12kHz_DE_data,DE,32000,B,028,3,600,
data/32kHz/12kHz_DE_data/IR/0007/IR007_0.mat,IR007_0.mat,12kHz_DE_data,DE,32000,IR,007,0,600,
data/32kHz/12kHz_DE_data/IR/0007/IR007_1.mat,IR007_1.mat,12kHz_DE_data,DE,32000,IR,007,1,600,
data/32kHz/12kHz_DE_data/IR/0007/IR007_2.mat,IR007_2.mat,12kHz_DE_data,DE,32000,IR,007,2,600,
data/32kHz/12kHz_DE_data/IR/0007/IR007_3.mat,IR007_3.mat,12kHz_DE_data,DE,32000,IR,007,3,600,
data/32kHz/12kHz_DE_data/IR/0014/IR014_0.mat,IR014_0.mat,12kHz_DE_data,DE,32000,IR,014,0,600,
data/32kHz/12kHz_DE_data/IR/0014/IR014_1.mat,IR014_1.mat,12kHz_DE_data,DE,32000,IR,014,1,600,
data/32kHz/12kHz_DE_data/IR/0014/IR014_2.mat,IR014_2.mat,12kHz_DE_data,DE,32000,IR,014,2,600,
