path,file,split,pos,sr_hz,label,size_code,load,rpm,clock_pos
data/32k_none/12kHz_DE_data/B/0007/B007_0.mat,B007_0.mat,12kHz_DE_data,DE,32000,B,007,0,1796,
data/32k_none/12kHz_DE_data/B/0007/B007_1.mat,B007_1.mat,12kHz_DE_data,DE,32000,B,007,1,1772,
data/32k_none/12kHz_DE_data/B/0007/B007_2.mat,B007_2.mat,12kHz_DE_data,DE,32000,B,007,2,1748,
data/32k_none/12kHz_DE_data/B/0007/B007_3.mat,B007_3.mat,12kHz_DE_data,DE,32000,B,007,3,1722,
data/32k_none/12kHz_DE_data/B/0014/B014_0.mat,B014_0.mat,12kHz_DE_data,DE,32000,B,014,0,1796,
data/32k_none/12kHz_DE_data/B/0014/B014_1.mat,B014_1.mat,12kHz_DE_data,DE,32000,B,014,1,1772,
data/32k_none/12kHz_DE_data/B/0014/B014_2.mat,B014_2.mat,12kHz_DE_data,DE,32000,B,014,2,1749,
data/32k_none/12kHz_DE_data/B/0014/B014_3.mat,B014_3.mat,12kHz_DE_data,DE,32000,B,014,3,1724,
data/32k_none/12kHz_DE_data/B/0021/B021_0.mat,B021_0.mat,12kHz_DE_data,DE,32000,B,021,0,1796,
data/32k_none/12kHz_DE_data/B/0021/B021_1.mat,B021_1.mat,12kHz_DE_data,DE,32000,B,021,1,1774,
data/32k_none/12kHz_DE_data/B/0021/B021_2.mat,B021_2.mat,12kHz_DE_data,DE,32000,B,021,2,1754,
data/32k_none/12kHz_DE_data/B/0021/B021_3.mat,B021_3.mat,12kHz_DE_data,DE,32000,B,021,3,1729,
data/32k_none/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat,B028_0_(1797rpm).mat,12kHz_DE_data,DE,32000,B,028,0,1797,
data/32k_none/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat,B028_1_(1772rpm).mat,12kHz_DE_data,DE,32000,B,028,1,1772,
data/32k_none/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat,B028_2_(1750rpm).mat,12kHz_DE_data,DE,32000,B,028,2,1750,
data/32k_none/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat,B028_3_(1730rpm).mat,12kHz_DE_data,DE,32000,B,028,3,1730,
data/32k_none/12kHz_DE_data/IR/0007/IR007_0.mat,IR007_0.mat,12kHz_DE_data,DE,32000,IR,007,0,1797,
data/32k_none/12kHz_DE_data/IR/0007/IR007_1.mat,IR007_1.mat,12kHz_DE_data,DE,32000,IR,007,1,1772,
data/32k_none/12kHz_DE_data/IR/0007/IR007_2.mat,IR007_2.mat,12kHz_DE_data,DE,32000,IR,007,2,1748,
data/32k_none/12kHz_DE_data/IR/0007/IR007_3.mat,IR007_3.mat,12kHz_DE_data,DE,32000,IR,007,3,1721,
data/32k_none/12kHz_DE_data/IR/0014/IR014_0.mat,IR014_0.mat,12kHz_DE_data,DE,32000,IR,014,0,1796,
data/32k_none/12kHz_DE_data/IR/0014/IR014_1.mat,IR014_1.mat,12kHz_DE_data,DE,32000,IR,014,1,1774,
data/32k_none/12kHz_DE_data/IR/0014/IR014_2.mat,IR014_2.mat,12kHz_DE_data,DE,32000,IR,014,2,1752,
data/32k_none/12kHz_DE_data/IR/0014/IR014_3.mat,IR014_3.mat,12kHz_DE_data,DE,32000,IR,014,3,1728,
data/32k_none/12kHz_DE_data/IR/0021/IR021_0.mat,IR021_0.mat,12kHz_DE_data,DE,32000,IR,021,0,1797,
data/32k_none/12kHz_DE_data/IR/0021/IR021_1.mat,IR021_1.mat,12kHz_DE_data,DE,32000,IR,021,1,1774,
data/32k_none/12kHz_DE_data/IR/0021/IR021_2.mat,IR021_2.mat,12kHz_DE_data,DE,32000,IR,021,2,1752,
data/32k_none/12kHz_DE_data/IR/0021/IR021_3.mat,IR021_3.mat,12kHz_DE_data,DE,32000,IR,021,3,1728,
data/32k_none/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,IR028_0_(1797rpm).mat,12kHz_DE_data,DE,32000,IR,028,0,1797,
data/32k_none/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,IR028_1_(1772rpm).mat,12kHz_DE_data,DE,32000,IR,028,1,1772,
data/32k_none/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,IR028_2_(1750rpm).mat,12kHz_DE_data,DE,32000,IR,028,2,1750,
data/32k_none/12kHz_DE_data/IR/0028/IR028_3_(1730rpm).mat,IR028_3_(1730rpm).mat,12kHz_DE_data,DE,32000,IR,028,3,1730,
data/32k_none/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,OR007@3_0.mat,12kHz_DE_data,DE,32000,OR,007,0,1797,3.0
data/32k_none/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,OR007@6_0.mat,12kHz_DE_data,DE,32000,OR,007,0,1796,6.0
data/32k_none/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,OR007@12_0.mat,12kHz_DE_data,DE,32000,OR,007,0,1797,12.0
data/32k_none/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,OR007@3_1.mat,12kHz_DE_data,DE,32000,OR,007,1,1774,3.0
data/32k_none/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,OR007@6_1.mat,12kHz_DE_data,DE,32000,OR,007,1,1773,6.0
data/32k_none/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,OR007@12_1.mat,12kHz_DE_data,DE,32000,OR,007,1,1773,12.0
data/32k_none/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,OR007@3_2.mat,12kHz_DE_data,DE,32000,OR,007,2,1751,3.0
data/32k_none/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,OR007@6_2.mat,12kHz_DE_data,DE,32000,OR,007,2,1750,6.0
data/32k_none/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,OR007@12_2.mat,12kHz_DE_data,DE,32000,OR,007,2,1750,12.0
data/32k_none/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,OR007@3_3.mat,12kHz_DE_data,DE,32000,OR,007,3,1725,3.0
data/32k_none/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,OR007@6_3.mat,12kHz_DE_data,DE,32000,OR,007,3,1725,6.0
data/32k_none/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,OR007@12_3.mat,12kHz_DE_data,DE,32000,OR,007,3,1724,12.0
data/32k_none/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,OR014@6_0.mat,12kHz_DE_data,DE,32000,OR,014,0,1796,6.0
data/32k_none/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,OR014@6_1.mat,12kHz_DE_data,DE,32000,OR,014,1,1772,6.0
data/32k_none/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,OR014@6_2.mat,12kHz_DE_data,DE,32000,OR,014,2,1749,6.0
data/32k_none/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,OR014@6_3.mat,12kHz_DE_data,DE,32000,OR,014,3,1723,6.0
data/32k_none/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,OR021@3_0.mat,12kHz_DE_data,DE,32000,OR,021,0,1796,3.0
data/32k_none/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,OR021@6_0.mat,12kHz_DE_data,DE,32000,OR,021,0,1796,6.0
data/32k_none/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,OR021@12_0.mat,12kHz_DE_data,DE,32000,OR,021,0,1796,12.0
data/32k_none/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,OR021@3_1.mat,12kHz_DE_data,DE,32000,OR,021,1,1771,3.0
data/32k_none/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,OR021@6_1.mat,12kHz_DE_data,DE,32000,OR,021,1,1771,6.0
data/32k_none/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,OR021@12_1.mat,12kHz_DE_data,DE,32000,OR,021,1,1771,12.0
data/32k_none/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,OR021@3_2.mat,12kHz_DE_data,DE,32000,OR,021,2,1747,3.0
data/32k_none/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,OR021@6_2.mat,12kHz_DE_data,DE,32000,OR,021,2,1748,6.0
data/32k_none/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,OR021@12_2.mat,12kHz_DE_data,DE,32000,OR,021,2,1746,12.0
data/32k_none/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,OR021@3_3.mat,12kHz_DE_data,DE,32000,OR,021,3,1719,3.0
data/32k_none/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,OR021@6_3.mat,12kHz_DE_data,DE,32000,OR,021,3,1721,6.0
data/32k_none/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,OR021@12_3.mat,12kHz_DE_data,DE,32000,OR,021,3,1718,12.0
data/32k_none/12kHz_FE_data/B/0007/B007_0.mat,B007_0.mat,12kHz_FE_data,FE,32000,B,007,0,1798,
data/32k_none/12kHz_FE_data/B/0007/B007_1.mat,B007_1.mat,12kHz_FE_data,FE,32000,B,007,1,1777,
data/32k_none/12kHz_FE_data/B/0007/B007_2.mat,B007_2.mat,12kHz_FE_data,FE,32000,B,007,2,1755,
data/32k_none/12kHz_FE_data/B/0007/B007_3.mat,B007_3.mat,12kHz_FE_data,FE,32000,B,007,3,1732,
data/32k_none/12kHz_FE_data/B/0014/B014_0.mat,B014_0.mat,12kHz_FE_data,FE,32000,B,014,0,1796,
data/32k_none/12kHz_FE_data/B/0014/B014_1.mat,B014_1.mat,12kHz_FE_data,FE,32000,B,014,1,1775,
data/32k_none/12kHz_FE_data/B/0014/B014_2.mat,B014_2.mat,12kHz_FE_data,FE,32000,B,014,2,1755,
data/32k_none/12kHz_FE_data/B/0014/B014_3.mat,B014_3.mat,12kHz_FE_data,FE,32000,B,014,3,1732,
data/32k_none/12kHz_FE_data/B/0021/B021_0.mat,B021_0.mat,12kHz_FE_data,FE,32000,B,021,0,1796,
data/32k_none/12kHz_FE_data/B/0021/B021_1.mat,B021_1.mat,12kHz_FE_data,FE,32000,B,021,1,1775,
data/32k_none/12kHz_FE_data/B/0021/B021_2.mat,B021_2.mat,12kHz_FE_data,FE,32000,B,021,2,1756,
data/32k_none/12kHz_FE_data/B/0021/B021_3.mat,B021_3.mat,12kHz_FE_data,FE,32000,B,021,3,1734,
data/32k_none/12kHz_FE_data/IR/0007/IR007_0.mat,IR007_0.mat,12kHz_FE_data,FE,32000,IR,007,0,1796,
data/32k_none/12kHz_FE_data/IR/0007/IR007_1.mat,IR007_1.mat,12kHz_FE_data,FE,32000,IR,007,1,1772,
data/32k_none/12kHz_FE_data/IR/0007/IR007_2.mat,IR007_2.mat,12kHz_FE_data,FE,32000,IR,007,2,1755,
data/32k_none/12kHz_FE_data/IR/0007/IR007_3.mat,IR007_3.mat,12kHz_FE_data,FE,32000,IR,007,3,1732,
data/32k_none/12kHz_FE_data/IR/0014/IR014_0.mat,IR014_0.mat,12kHz_FE_data,FE,32000,IR,014,0,1796,
data/32k_none/12kHz_FE_data/IR/0014/IR014_1.mat,IR014_1.mat,12kHz_FE_data,FE,32000,IR,014,1,1775,
data/32k_none/12kHz_FE_data/IR/0014/IR014_2.mat,IR014_2.mat,12kHz_FE_data,FE,32000,IR,014,2,1755,
data/32k_none/12kHz_FE_data/IR/0014/IR014_3.mat,IR014_3.mat,12kHz_FE_data,FE,32000,IR,014,3,1733,
data/32k_none/12kHz_FE_data/IR/0021/IR021_0.mat,IR021_0.mat,12kHz_FE_data,FE,32000,IR,021,0,1796,
data/32k_none/12kHz_FE_data/IR/0021/IR021_1.mat,IR021_1.mat,12kHz_FE_data,FE,32000,IR,021,1,1776,
data/32k_none/12kHz_FE_data/IR/0021/IR021_2.mat,IR021_2.mat,12kHz_FE_data,FE,32000,IR,021,2,1758,
data/32k_none/12kHz_FE_data/IR/0021/IR021_3.mat,IR021_3.mat,12kHz_FE_data,FE,32000,IR,021,3,1737,
data/32k_none/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_0.mat,OR007@3_0.mat,12kHz_FE_data,FE,32000,OR,007,0,1797,3.0
data/32k_none/12kHz_FE_data/OR/Centered/0007/OR007@6_0.mat,OR007@6_0.mat,12kHz_FE_data,FE,32000,OR,007,0,1797,6.0
data/32k_none/12kHz_FE_data/OR/Opposite/0007/OR007@12_0.mat,OR007@12_0.mat,12kHz_FE_data,FE,32000,OR,007,0,1797,12.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_1.mat,OR007@3_1.mat,12kHz_FE_data,FE,32000,OR,007,1,1776,3.0
data/32k_none/12kHz_FE_data/OR/Centered/0007/OR007@6_1.mat,OR007@6_1.mat,12kHz_FE_data,FE,32000,OR,007,1,1776,6.0
data/32k_none/12kHz_FE_data/OR/Opposite/0007/OR007@12_1.mat,OR007@12_1.mat,12kHz_FE_data,FE,32000,OR,007,1,1775,12.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_2.mat,OR007@3_2.mat,12kHz_FE_data,FE,32000,OR,007,2,1755,3.0
data/32k_none/12kHz_FE_data/OR/Centered/0007/OR007@6_2.mat,OR007@6_2.mat,12kHz_FE_data,FE,32000,OR,007,2,1756,6.0
data/32k_none/12kHz_FE_data/OR/Opposite/0007/OR007@12_2.mat,OR007@12_2.mat,12kHz_FE_data,FE,32000,OR,007,2,1755,12.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_3.mat,OR007@3_3.mat,12kHz_FE_data,FE,32000,OR,007,3,1733,3.0
data/32k_none/12kHz_FE_data/OR/Centered/0007/OR007@6_3.mat,OR007@6_3.mat,12kHz_FE_data,FE,32000,OR,007,3,1733,6.0
data/32k_none/12kHz_FE_data/OR/Opposite/0007/OR007@12_3.mat,OR007@12_3.mat,12kHz_FE_data,FE,32000,OR,007,3,1733,12.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_0.mat,OR014@3_0.mat,12kHz_FE_data,FE,32000,OR,014,0,1796,3.0
data/32k_none/12kHz_FE_data/OR/Centered/0014/OR014@6_0.mat,OR014@6_0.mat,12kHz_FE_data,FE,32000,OR,014,0,1797,6.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_1.mat,OR014@3_1.mat,12kHz_FE_data,FE,32000,OR,014,1,1774,3.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_2.mat,OR014@3_2.mat,12kHz_FE_data,FE,32000,OR,014,2,1752,3.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_3.mat,OR014@3_3.mat,12kHz_FE_data,FE,32000,OR,014,3,1728,3.0
data/32k_none/12kHz_FE_data/OR/Centered/0021/OR021@6_0.mat,OR021@6_0.mat,12kHz_FE_data,FE,32000,OR,021,0,1797,6.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_1.mat,OR021@3_1.mat,12kHz_FE_data,FE,32000,OR,021,1,1773,3.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_2.mat,OR021@3_2.mat,12kHz_FE_data,FE,32000,OR,021,2,1751,3.0
data/32k_none/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_3.mat,OR021@3_3.mat,12kHz_FE_data,FE,32000,OR,021,3,1728,3.0
data/32k_none/48kHz_DE_data/B/0007/B007_0.mat,B007_0.mat,48kHz_DE_data,DE,32000,B,007,0,1796,
data/32k_none/48kHz_DE_data/B/0007/B007_1.mat,B007_1.mat,48kHz_DE_data,DE,32000,B,007,1,1772,
data/32k_none/48kHz_DE_data/B/0007/B007_2.mat,B007_2.mat,48kHz_DE_data,DE,32000,B,007,2,1747,
data/32k_none/48kHz_DE_data/B/0007/B007_3.mat,B007_3.mat,48kHz_DE_data,DE,32000,B,007,3,1721,
data/32k_none/48kHz_DE_data/B/0014/B014_0.mat,B014_0.mat,48kHz_DE_data,DE,32000,B,014,0,1797,
data/32k_none/48kHz_DE_data/B/0014/B014_1.mat,B014_1.mat,48kHz_DE_data,DE,32000,B,014,1,1772,
data/32k_none/48kHz_DE_data/B/0014/B014_2.mat,B014_2.mat,48kHz_DE_data,DE,32000,B,014,2,1748,
data/32k_none/48kHz_DE_data/B/0014/B014_3.mat,B014_3.mat,48kHz_DE_data,DE,32000,B,014,3,1725,
data/32k_none/48kHz_DE_data/B/0021/B021_0.mat,B021_0.mat,48kHz_DE_data,DE,32000,B,021,0,1797,
data/32k_none/48kHz_DE_data/B/0021/B021_1.mat,B021_1.mat,48kHz_DE_data,DE,32000,B,021,1,1774,
data/32k_none/48kHz_DE_data/B/0021/B021_2.mat,B021_2.mat,48kHz_DE_data,DE,32000,B,021,2,1754,
data/32k_none/48kHz_DE_data/B/0021/B021_3.mat,B021_3.mat,48kHz_DE_data,DE,32000,B,021,3,1729,
data/32k_none/48kHz_DE_data/IR/0007/IR007_0.mat,IR007_0.mat,48kHz_DE_data,DE,32000,IR,007,0,1796,
data/32k_none/48kHz_DE_data/IR/0007/IR007_1.mat,IR007_1.mat,48kHz_DE_data,DE,32000,IR,007,1,1772,
data/32k_none/48kHz_DE_data/IR/0007/IR007_2.mat,IR007_2.mat,48kHz_DE_data,DE,32000,IR,007,2,1748,
data/32k_none/48kHz_DE_data/IR/0007/IR007_3.mat,IR007_3.mat,48kHz_DE_data,DE,32000,IR,007,3,1721,
data/32k_none/48kHz_DE_data/IR/0014/IR014_0.mat,IR014_0.mat,48kHz_DE_data,DE,32000,IR,014,0,1796,
data/32k_none/48kHz_DE_data/IR/0014/IR014_1.mat,IR014_1.mat,48kHz_DE_data,DE,32000,IR,014,1,1772,
data/32k_none/48kHz_DE_data/IR/0014/IR014_2.mat,IR014_2.mat,48kHz_DE_data,DE,32000,IR,014,2,1751,
data/32k_none/48kHz_DE_data/IR/0014/IR014_3.mat,IR014_3.mat,48kHz_DE_data,DE,32000,IR,014,3,1726,
data/32k_none/48kHz_DE_data/IR/0021/IR021_0.mat,IR021_0.mat,48kHz_DE_data,DE,32000,IR,021,0,1796,
data/32k_none/48kHz_DE_data/IR/0021/IR021_1.mat,IR021_1.mat,48kHz_DE_data,DE,32000,IR,021,1,1774,
data/32k_none/48kHz_DE_data/IR/0021/IR021_2.mat,IR021_2.mat,48kHz_DE_data,DE,32000,IR,021,2,1752,
data/32k_none/48kHz_DE_data/IR/0021/IR021_3.mat,IR021_3.mat,48kHz_DE_data,DE,32000,IR,021,3,1727,
data/32k_none/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,OR007@3_0.mat,48kHz_DE_data,DE,32000,OR,007,0,1797,3.0
data/32k_none/48kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,OR007@6_0.mat,48kHz_DE_data,DE,32000,OR,007,0,1796,6.0
data/32k_none/48kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,OR007@12_0.mat,48kHz_DE_data,DE,32000,OR,007,0,1796,12.0
data/32k_none/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,OR007@3_1.mat,48kHz_DE_data,DE,32000,OR,007,1,1773,3.0
data/32k_none/48kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,OR007@6_1.mat,48kHz_DE_data,DE,32000,OR,007,1,1774,6.0
data/32k_none/48kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,OR007@12_1.mat,48kHz_DE_data,DE,32000,OR,007,1,1772,12.0
data/32k_none/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,OR007@3_2.mat,48kHz_DE_data,DE,32000,OR,007,2,1750,3.0
data/32k_none/48kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,OR007@6_2.mat,48kHz_DE_data,DE,32000,OR,007,2,1750,6.0
data/32k_none/48kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,OR007@12_2.mat,48kHz_DE_data,DE,32000,OR,007,2,1749,12.0
data/32k_none/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,OR007@3_3.mat,48kHz_DE_data,DE,32000,OR,007,3,1724,3.0
data/32k_none/48kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,OR007@6_3.mat,48kHz_DE_data,DE,32000,OR,007,3,1725,6.0
data/32k_none/48kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,OR007@12_3.mat,48kHz_DE_data,DE,32000,OR,007,3,1723,12.0
data/32k_none/48kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,OR014@6_0.mat,48kHz_DE_data,DE,32000,OR,014,0,1796,6.0
data/32k_none/48kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,OR014@6_1.mat,48kHz_DE_data,DE,32000,OR,014,1,1772,6.0
data/32k_none/48kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,OR014@6_2.mat,48kHz_DE_data,DE,32000,OR,014,2,1749,6.0
data/32k_none/48kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,OR014@6_3.mat,48kHz_DE_data,DE,32000,OR,014,3,1723,6.0
data/32k_none/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,OR021@3_0.mat,48kHz_DE_data,DE,32000,OR,021,0,1796,3.0
data/32k_none/48kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,OR021@6_0.mat,48kHz_DE_data,DE,32000,OR,021,0,1796,6.0
data/32k_none/48kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,OR021@12_0.mat,48kHz_DE_data,DE,32000,OR,021,0,1796,12.0
data/32k_none/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,OR021@3_1.mat,48kHz_DE_data,DE,32000,OR,021,1,1770,3.0
data/32k_none/48kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,OR021@6_1.mat,48kHz_DE_data,DE,32000,OR,021,1,1771,6.0
data/32k_none/48kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,OR021@12_1.mat,48kHz_DE_data,DE,32000,OR,021,1,1771,12.0
data/32k_none/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,OR021@3_2.mat,48kHz_DE_data,DE,32000,OR,021,2,1746,3.0
data/32k_none/48kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,OR021@6_2.mat,48kHz_DE_data,DE,32000,OR,021,2,1747,6.0
data/32k_none/48kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,OR021@12_2.mat,48kHz_DE_data,DE,32000,OR,021,2,1746,12.0
data/32k_none/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,OR021@3_3.mat,48kHz_DE_data,DE,32000,OR,021,3,1719,3.0
data/32k_none/48kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,OR021@6_3.mat,48kHz_DE_data,DE,32000,OR,021,3,1719,6.0
data/32k_none/48kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,OR021@12_3.mat,48kHz_DE_data,DE,32000,OR,021,3,1718,12.0
data/32k_none/48kHz_Normal_data/N_0.mat,N_0.mat,48kHz_Normal_data,,32000,N,,0,1796,
data/32k_none/48kHz_Normal_data/N_1_(1772rpm).mat,N_1_(1772rpm).mat,48kHz_Normal_data,,32000,N,,1,1772,
data/32k_none/48kHz_Normal_data/N_2_(1750rpm).mat,N_2_(1750rpm).mat,48kHz_Normal_data,,32000,N,,2,1750,
data/32k_none/48kHz_Normal_data/N_3.mat,N_3.mat,48kHz_Normal_data,,32000,N,,3,1725,
