mean,std,rms,kurtosis,skewness,crest_factor,zcr,p2p,mav,shape_factor,impulse_factor,margin_factor,spec_energy,main_freq,spec_centroid,spec_rolloff95,spec_entropy,rms_freq,freq_std,env_spec_energy,env_spec_entropy,BPFO_energy,BPFO_ratio,BPFI_energy,BPFI_ratio,BSF_energy,BSF_ratio,BPFO_env_ratio,BPFI_env_ratio,BSF_env_ratio,BPFI_SB_AMdepth,BSF_SB_AMdepth,BPFI_SB_sym,BSF_SB_sym,cep_BPFO,cep_BPFI,cep_BSF,label,rpm,load,size_code,pos,file
-0.0009094547701131877,0.07332178746376428,0.0733274275142685,-0.1274928136024256,-0.08823756081163038,3.878180681609273,0.25332682212184104,0.5161281797254645,0.05871162740676931,1.2489421729871022,4.843623407791742,5.707795382226317,67816.18881320265,4144.53125,3783.4934339609804,6699.21875,3.9908407930414933,3967.8081444183845,1900.298594588365,207152.7218559075,1.56612763530417,2842.7505389214152,0.04191846502538905,3106.891173782432,0.0458134145866005,1510.3522870544841,0.022271264627015494,0.00193538905983333,0.0015744847469607562,0.00282401206349844,42.2504315590038,220.85200302135956,0.7112426677878071,0.36810479953079706,0.023811689448726556,0.028428311190128834,0.02722270864151475,N,1796.0,0,,,N_0.csv.gz
-0.0012293654831030416,0.07194629217689893,0.07195679466523473,-0.20513486749358645,-0.09699202596230022,3.4618311772202737,0.2523501403979978,0.48085344209205483,0.057842169662986116,1.2440196327911384,4.306585949930328,5.066159693503254,64169.65984169149,4144.53125,3822.1597909478396,8226.5625,4.0247817303313305,4033.3437414000227,1852.021628943688,196204.24072223078,1.5718227541306196,1152.4859175054657,0.017959981716416818,2468.208019785937,0.038463785313418854,1554.2549439053953,0.024221025134616415,0.0015366342122357158,0.001809251242423155,0.003274326926645621,6.507259164334629,217.74394461997775,0.8356272394190289,0.7368668053325309,0.024517648467579763,0.03011763494098261,0.03164685885991098,N,1796.0,0,,,N_0.csv.gz
-0.0006569091903847595,0.07209693089581605,0.07209992354559391,-0.267103110877168,-0.06972040082541235,3.6057063574948427,0.24587962397753632,0.49638804704223094,0.05824344795156227,1.2379061693654771,4.463526144925097,5.233025886607077,66645.31724609525,4144.53125,3777.768775246575,7484.375,4.06726592198429,3939.518885593008,1929.0497281697385,204290.88187177014,1.541796433706765,2079.0752882075612,0.03119611960927944,3284.058744344995,0.049276661587763816,1759.9682098121602,0.026407980073277795,0.003067481350384742,0.0017249536263600643,0.004148739047198334,8.63147710501191,174.0442510693756,0.6057176835007335,0.3530883271135651,0.022547417185994435,0.026740431670564325,0.03175833981961851,N,1796.0,0,,,N_0.csv.gz
-0.0015015987087109608,0.07277950129128898,0.07279499026643754,-0.2505773500006754,-0.09914687153793401,4.09874522923613,0.24734464656330118,0.5347850134063353,0.058836498156337284,1.2372420614118336,5.071139996691692,5.946363506097707,66859.79907704302,4144.53125,3764.336708469351,8039.0625,4.027054355243578,3943.8961153841074,1946.1766118866733,205975.1739198565,1.5223489746469783,3107.1817615597993,0.04647309451198577,3241.5577934179755,0.048482912574755205,2041.8237441673862,0.03053888543419908,0.0032195135013331723,0.0015878242000347592,0.004062896185510239,11.14923411725674,125.63055941043525,0.3308462661969868,0.8574998094867009,0.02312086861058565,0.02214907471803626,0.026251624100708755,N,1796.0,0,,,N_0.csv.gz
-0.0021294295379413737,0.07246477123410099,0.07249605190055282,-0.2756361085594645,-0.10455008900660792,4.115646455839056,0.2519838847515566,0.5164329337716528,0.05865255196643489,1.2360255345889148,5.087044110827613,5.962854583868573,64973.45069970373,4144.53125,3807.507282603235,8218.75,4.014622809843526,4005.4203231214215,1903.7221046053398,200561.50548941866,1.5003199666618696,1563.0177358528135,0.024056252500376137,2598.9628911058107,0.04000038266580263,2399.6798771441613,0.03693323736544446,0.0020743138277689727,0.0018246785648202211,0.002467099232184839,11.980024644512762,657.7194715821822,0.2663326427457048,0.40607710667631675,0.02409862362980472,0.03071249535340182,0.03175431659361226,N,1796.0,0,,,N_0.csv.gz
-0.0006010638977940244,0.07175450750447715,0.07175702492452776,-0.2629501888067334,-0.0460942790517614,3.3932058749096985,0.25088511781223294,0.4762081468851427,0.05796215205906259,1.237997941314712,4.200781887653735,4.932660497018529,64305.654700733576,4144.53125,3810.1263928514577,8402.34375,3.9889613094522502,3996.224443797428,1960.8415726190178,197777.24431612695,1.5496446281349805,2860.024343614679,0.04447547197714873,3272.914344370607,0.05089621370938738,3465.4462758922027,0.053890226170929104,0.0019478079851872596,0.002214268270658121,0.00425282416774928,3.7988558989861874,76.69345169148721,0.41038420691272687,0.629079268448676,0.029923992956666257,0.02952445525222926,0.031060457161023708,N,1796.0,0,,,N_0.csv.gz
0.0006022234424126725,0.0726303520012709,0.07263284866988977,-0.176042251149084,-0.004623025943860929,3.35228981100019,0.24636796483945794,0.4795161601290361,0.05847529711568458,1.2421116651182547,4.163918279157734,4.889794570352337,65646.05784766263,4144.53125,3799.8432282348413,8289.0625,4.027219427702576,3965.2124756926237,1964.9591147851831,201522.5131702819,1.5484645502696677,3409.8611545960816,0.051943121436308644,2819.385886911374,0.04294828934669625,2962.0565885644874,0.04512162170405109,0.0035489531088750957,0.0019445792823333048,0.004088929693296594,8.34873845273324,137.66655406062037,0.7209867333535969,0.12888250278321706,0.020520748581250144,0.02260161622524544,0.03300884751512359,N,1796.0,0,,,N_0.csv.gz
0.0008496638433807895,0.0724413667453149,0.07244634942891162,-0.12043544869310807,-0.00018079192845472055,4.056125957173418,0.24856549871810524,0.530429694474609,0.05830506691189182,1.242539512683297,5.039896770277897,5.913644908722032,68082.47694854581,4144.53125,3800.554052682565,7074.21875,4.0562996958982085,3949.9900607077025,1938.6040535956959,208415.1315340171,1.547203641222266,3730.794555972663,0.05479816133587881,3689.4455273515314,0.054190824022749294,2658.14430327315,0.03904300228797604,0.0022435236906705467,0.0024561877511746952,0.002029947776738578,4.2107712879362635,819.0024637123581,0.3634732966173726,0.3406608895488412,0.030028598105298038,0.03271764121368244,0.030022474010577546,N,1796.0,0,,,N_0.csv.gz
0.0005662537288443257,0.0712688363405203,0.07127108584564498,-0.08470830427983911,0.027836905575405222,4.123011666433772,0.25369307776828226,0.5631746762976997,0.057344282932683274,1.2428629708050858,5.1243385284798055,6.014581564274931,62809.03418755652,4144.53125,3823.698588499044,8289.0625,4.009811329399647,4042.367977888002,1875.8769646207168,193629.6819384489,1.5156931487170169,1453.0976228538561,0.023135169034994303,2405.763550157549,0.038302826675755026,2177.15371179186,0.03466306622850745,0.001669889104009512,0.0014966490994974518,0.0018447591545597678,9.29934444958706,510.5056325648401,0.7011561047155239,0.8851617600532032,0.027390571056317772,0.02674875981855463,0.030131241334928026,N,1796.0,0,,,N_0.csv.gz
-0.0001028613402922314,0.07150503976760501,0.07150511375854247,-0.12289003245523045,0.020795635573713216,3.7664880693744474,0.2568672933707728,0.5224703950594449,0.0574950090975628,1.2436751446714682,4.6842875946481355,5.498114778054129,63755.802544255326,4144.53125,3840.19294541531,8214.84375,4.001029504525896,4040.4151442073044,1850.428985457466,195191.37735901625,1.5697271684028107,2527.460264503186,0.03964282721951119,3258.1006770153463,0.05110281020702037,1947.425751448297,0.030545074702753756,0.0019484289157260313,0.0020539195499735896,0.0026641756898281967,7.439531618023828,162.06005188876745,0.8134466803305237,0.8429363458242686,0.022794992557167777,0.03163275490588405,0.030778247731461227,N,1796.0,0,,,N_0.csv.gz
-0.0004648970639849246,0.07133937365163627,0.07134088843915441,-0.20073766542191995,-0.002569484035219072,3.3532140058260302,0.2563789525088512,0.4630571667463062,0.05741481564136074,1.2425519030408414,4.16654244430074,4.898818564920634,65188.80948631942,4144.53125,3861.3155051243843,8031.25,3.948588311424983,4055.390813698237,1856.4666753242698,199398.3124637488,1.5492291421591353,2444.557418486771,0.03749964814129315,2269.736735474386,0.03481788904199447,2150.661766079571,0.032991272321531054,0.0020139269103964536,0.0018170230097244412,0.002835303760289793,5.783524325493655,249.79774061105425,0.6660731033749978,0.5670148480904628,0.03220385878733691,0.03485846437644102,0.03788065636484909,N,1796.0,0,,,N_0.csv.gz
-0.00047483900706991574,0.07085933902560207,0.07086092999832735,-0.18289889372999912,-0.019280889701369937,3.491294788390388,0.2551581003540471,0.47123229604785577,0.056988205998228424,1.243431491759659,4.341185886962247,5.107376978825495,63678.112133106275,4144.53125,3841.958336215196,8289.0625,4.031012020021007,4026.4175477687413,1904.8406368546882,195450.65964838243,1.5517201492135375,2425.225188892595,0.038085695502767886,2950.381620461507,0.04633274325555268,2748.4779698566654,0.04316205172841062,0.0031265360464741055,0.0021821960652086882,0.0026560375889591826,11.218468167067284,472.2040445412081,0.8279009446849961,0.8224374353813265,0.025239148501128822,0.028492825107649417,0.04816705344702726,N,1796.0,0,,,N_0.csv.gz
-0.00017024773676600682,0.0709961370659854,0.07099634119857205,-0.25313527190187957,-0.04395570678353981,3.4846358478067447,0.2497863508729093,0.48639372634674694,0.05731170770283659,1.2387755319637663,4.316681626127612,5.063605132269518,61938.75383051195,4144.53125,3804.6292613062656,8406.25,4.1177008437930285,4030.185074329685,1924.0980811675688,190347.50194279436,1.5680895106535415,2133.0181528756834,0.034437537421441095,2172.7444603949357,0.03507891789912973,2943.2537575279734,0.047518775814925786,0.002680187973868628,0.001506233263280507,0.004472307092429764,6.812558701613297,197.69644938560265,0.3774024161941696,0.8154206851576831,0.028503180569374908,0.03342205440780935,0.029185563657166375,N,1796.0,0,,,N_0.csv.gz
0.0005569264853799618,0.07197606712351058,0.0719782217526817,-0.3755958467385163,-0.0270580451511472,3.320411715080672,0.2431937492369674,0.4763407941692106,0.058558571317074024,1.229166288257202,4.081338143368143,4.762395520219816,66042.08508136668,4144.53125,3785.473618590735,8027.34375,4.146120877494099,3957.111389257135,1941.479666904819,203196.00791738823,1.5372659169699248,3820.4849650645124,0.057849248102289794,2991.189265627919,0.045292168803311494,3083.673262667384,0.046692548529746844,0.0022088558681901097,0.0014588003344193068,0.005122994269589963,5.913451628044459,133.4212187668783,0.2548148878749915,0.08483561828146038,0.020874107216091432,0.02557779098780129,0.027719512599942268,N,1796.0,0,,,N_0.csv.gz
0.0004968776025555514,0.07312082521870314,0.0731225134210802,-0.3585569669356721,-0.0106015128454955,3.3954734191442815,0.2431937492369674,0.4720026951145876,0.05941131996873671,1.2307841916040205,4.179095007351586,4.8824041547806525,66740.77823724787,4144.53125,3726.1107382269765,6707.03125,4.080950819219963,3922.246624323268,1956.6341190719552,205993.8701593779,1.5281008308063977,3460.763106127676,0.05185380209121134,3407.462697293767,0.051055183761583266,3556.963145282288,0.05329520031423841,0.0017587283862846455,0.0018658065665012834,0.00504120859475732,20.04920011444216,69.08356394257322,0.5442125884551431,0.23179739680803058,0.023117531811473087,0.027160008338540678,0.03233025038186952,N,1796.0,0,,,N_0.csv.gz
0.00047819633203315457,0.07165914240838969,0.0716607379492972,-0.29691109666991666,-0.032477577978082525,3.479968999779592,0.25149554388963496,0.4667153414184334,0.05792902949034526,1.2370436476931395,4.304873545406466,5.052452250905027,65378.896693257884,4144.53125,3745.964199152105,7660.15625,4.038137320167547,3961.328657353699,1931.2384766060873,201658.4039388408,1.5073953193231024,1917.6817561952134,0.029331815818069196,2543.5042937060693,0.038904056543498766,3448.521515786348,0.052746707121198215,0.0019533008228352217,0.0010240297070252605,0.004498734661473323,15.52858299862351,182.5914142308277,0.13993896545408638,0.1774385424363881,0.028490076273388606,0.026394205229176206,0.02834777558261028,N,1796.0,0,,,N_0.csv.gz
0.00017827560187808712,0.0701218453702258,0.07012207199816675,-0.3231878531007073,-0.030379628091821924,3.556328834255304,0.252716396044439,0.4735667305306443,0.056909273819454605,1.2321730236691781,4.382012452928733,5.127468146131574,60226.5209129848,4144.53125,3859.1915628938987,8398.4375,3.9898132708300897,4062.5989446998306,1883.701076988962,186114.3950296413,1.4942503430213476,1341.325688310681,0.02227134604452126,2730.9091155571223,0.04534396266227525,2500.4795468393363,0.04151791451563383,0.0013204232530867107,0.00193023332650977,0.004279239845675089,3.1654223505568537,91.63509274437286,0.12671917482991757,0.9431646785026722,0.027787165522374434,0.03055719974821891,0.03541493485766828,N,1796.0,0,,,N_0.csv.gz
-0.00036221727203505135,0.07027307690710216,0.07027401041881455,-0.24644059927213968,0.0067797600340435155,3.364739612075473,0.24929801001098767,0.4721512365946021,0.056951948933938595,1.233917569688352,4.151811324825377,4.8522855473719595,62820.01228035627,4144.53125,3733.906846335135,8289.0625,4.133072834664556,3982.2062851223413,1927.0982340164514,192895.0438136391,1.5452425418138989,2553.436179950892,0.04064685897473707,2310.5777201922374,0.03678091799601179,2602.728836255394,0.04143152383733716,0.001745332712880918,0.002027914642236856,0.002385604925108276,30.4940755094136,753.2052759973275,0.18773692049711535,0.017179345636542217,0.027453541281132508,0.03255195107098144,0.034489024487615746,N,1796.0,0,,,N_0.csv.gz
-0.000432946927409115,0.07143694779680676,0.0714382597392017,-0.14831304946297408,-0.03693185692262162,3.4719152199591723,0.2500305213038701,0.4844813278363575,0.057652912942567094,1.2391092850612464,4.302082386057092,5.027244987141074,65620.7080491718,4144.53125,3757.2027832722642,6703.125,4.135759545772246,3939.5982542188754,1932.120286622739,200799.42745420898,1.5795073443981649,3474.594631983487,0.0529496668853353,3795.2148164963255,0.05783562733965693,2110.6021920156727,0.03216366075224497,0.0018983239168411286,0.002020647854423394,0.004662034950786053,4.842702596169397,211.73220520694366,0.23913163772094434,0.6082215651199607,0.022489303333653916,0.02042538793095972,0.030124046469581924,N,1796.0,0,,,N_0.csv.gz
