rms,kurtosis,crest_factor,p2p,shape_factor,spec_entropy,spec_centroid,spec_rolloff95,rms_freq,freq_std,BPFO_ratio,BPFI_ratio,BSF_ratio,sum_ratio,OR_score,IR_score,B_score
0.0733274275142685,-0.1274928136024256,3.878180681609273,0.5161281797254645,1.2489421729871022,3.990840793041493,3783.493433960981,6699.21875,3967.808144418385,1900.298594588365,0.041918465025389,0.0458134145866005,0.0222712646270154,0.1100031442390049,0.6156813088329075,0.7137187540899027,0.25385600390255164
0.0719567946652347,-0.2051348674935864,3.4618311772202737,0.4808534420920548,1.2440196327911384,4.0247817303313305,3822.15979094784,8226.5625,4033.343741400023,1852.021628943688,0.0179599817164168,0.0384637853134188,0.0242210251346164,0.080644792164452,0.28651249483785024,0.9118744969123977,0.429269897781532
0.0720999235455939,-0.267103110877168,3.6057063574948423,0.4963880470422309,1.2379061693654771,4.06726592198429,3777.768775246575,7484.375,3939.518885593008,1929.0497281697385,0.0311961196092794,0.0492766615877638,0.0264079800732777,0.10688076127032091,0.4121855968719204,0.8554366964136131,0.328160396003408
0.0727949902664375,-0.2505773500006754,4.09874522923613,0.5347850134063353,1.2372420614118336,4.027054355243578,3764.336708469351,8039.0625,3943.8961153841074,1946.1766118866733,0.0464730945119857,0.0484829125747552,0.030538885434199,0.1254948925209399,0.5881047393861496,0.6295502593114003,0.3216108811809168
0.0724960519005528,-0.2756361085594645,4.115646455839056,0.5164329337716528,1.2360255345889148,4.014622809843526,3807.507282603235,8218.75,4005.4203231214215,1903.72210460534,0.0240562525003761,0.0400003826658026,0.0369332373654444,0.10098987253162309,0.31268842123790747,0.6558569697491846,0.5765716025054841
0.0717570249245277,-0.2629501888067334,3.3932058749096985,0.4762081468851427,1.237997941314712,3.98896130945225,3810.1263928514577,8402.34375,3996.224443797428,1960.8415726190176,0.0444754719771487,0.0508962137093873,0.0538902261709291,0.1492619118574651,0.42443918892089394,0.5174183089246297,0.5650547667050644
0.0726328486698897,-0.176042251149084,3.35228981100019,0.4795161601290361,1.2421116651182549,4.027219427702576,3799.843228234841,8289.0625,3965.212475692624,1964.9591147851831,0.0519431214363086,0.0429482893466962,0.045121621704051,0.14001303248705582,0.5897941785882357,0.4424705357960993,0.4755079606912577
0.0724463494289116,-0.120435448693108,4.056125957173418,0.530429694474609,1.242539512683297,4.0562996958982085,3800.554052682565,7074.21875,3949.9900607077034,1938.604053595696,0.0547981613358788,0.0541908240227492,0.039043002287976,0.148031987646604,0.587749778342255,0.5774739075326188,0.35822887791161845
0.0712710858456449,-0.0847083042798391,4.123011666433772,0.5631746762976997,1.2428629708050858,4.009811329399647,3823.698588499044,8289.0625,4042.367977888002,1875.8769646207168,0.0231351690349943,0.038302826675755,0.0346630662285074,0.0961010619392567,0.3170682602114031,0.6626988841170295,0.5641959061865487
0.0715051137585424,-0.1228900324552304,3.766488069374448,0.5224703950594449,1.2436751446714682,4.001029504525896,3840.19294541531,8214.84375,4040.415144207304,1850.428985457466,0.0396428272195111,0.0511028102070203,0.0305450747027537,0.1212907121292851,0.4855340316259859,0.7280857253082228,0.33660102273106274
0.0713408884391544,-0.2007376654219199,3.3532140058260302,0.4630571667463062,1.2425519030408414,3.948588311424983,3861.315505124384,8031.25,4055.390813698237,1856.4666753242695,0.0374996481412931,0.0348178890419944,0.032991272321531,0.1053088095048185,0.5530174217498399,0.4939343722490116,0.4562001576701244
0.0708609299983273,-0.1828988937299991,3.491294788390388,0.4712322960478557,1.243431491759659,4.031012020021007,3841.958336215196,8289.0625,4026.417547768741,1904.840636854688,0.0380856955027678,0.0463327432555526,0.0431620517284106,0.127580490486731,0.42556324179556176,0.5702649521278997,0.5112870108945183
0.070996341198572,-0.2531352719018795,3.4846358478067447,0.4863937263467469,1.2387755319637663,4.1177008437930285,3804.6292613062656,8406.25,4030.185074329685,1924.0980811675688,0.034437537421441,0.0350789178991297,0.0475187758149257,0.11703523113549641,0.41693097538206314,0.4280197105736123,0.6835615382319821
0.0719782217526817,-0.3755958467385163,3.320411715080672,0.4763407941692106,1.229166288257202,4.146120877494099,3785.473618590735,8027.34375,3957.111389257135,1941.479666904819,0.0578492481022897,0.0452921688033114,0.0466925485297468,0.1498339654353479,0.6289006386129182,0.43324459526446635,0.45270415588509333
0.0731225134210802,-0.3585569669356721,3.395473419144281,0.4720026951145876,1.2307841916040203,4.080950819219963,3726.110738226977,6707.03125,3922.246624323268,1956.6341190719552,0.0518538020912113,0.0510551837615832,0.0532952003142384,0.1562041861670329,0.49692008374989727,0.4855508098799261,0.5178867457948466
0.0716607379492972,-0.2969110966699166,3.479968999779592,0.4667153414184334,1.2370436476931397,4.038137320167547,3745.964199152105,7660.15625,3961.328657353699,1931.2384766060875,0.0293318158180691,0.0389040565434987,0.0527467071211982,0.120982579482766,0.3200389644906854,0.4739858208498624,0.7730055251393105
0.0701220719981667,-0.3231878531007073,3.556328834255304,0.4735667305306443,1.232173023669178,3.9898132708300897,3859.191562893898,8398.4375,4062.598944699831,1883.701076988962,0.0222713460445212,0.0453439626622752,0.0415179145156338,0.1091332232224302,0.2563995450214122,0.7108400623122846,0.6140312703686485
0.0702740104188145,-0.2464405992721396,3.364739612075473,0.4721512365946021,1.233917569688352,4.133072834664556,3733.906846335135,8289.0625,3982.206285122341,1927.0982340164517,0.040646858974737,0.0367809179960117,0.0414315238373371,0.11885930080808581,0.519698113270101,0.448119423016722,0.5350989647796613
0.0714382597392017,-0.148313049462974,3.4719152199591723,0.4844813278363575,1.2391092850612464,4.135759545772246,3757.202783272264,6703.125,3939.5982542188754,1932.120286622739,0.0529496668853353,0.0578356273396569,0.0321636607522449,0.14294895497723709,0.5883342792993211,0.6795131651580204,0.29032427712472314
