file,segment_id,start_idx,end_idx,fs,duration_pts,duration_sec,raw_mean,raw_std,raw_rms,env_mean,env_std,env_rms
A,0,0,4096,32000,4096,0.128,0.028145376405252505,3.3609035596239982,3.361021407147871,4.214848984835935,2.197589260270674,4.753351504131535
A,1,2048,6144,32000,4096,0.128,0.03738103059697567,3.327630240427289,3.3278401942483153,4.170820600983704,2.180869973339987,4.706584571236983
A,2,4096,8192,32000,4096,0.128,0.03121280222540432,3.3361500548395124,3.336296064114881,4.178170084443833,2.191318294101047,4.717942466860243
A,3,6144,10240,32000,4096,0.128,0.01660637325654672,3.3859196057345335,3.3859603287886046,4.2136734916304475,2.2759338887731118,4.789041590979872
A,4,8192,12288,32000,4096,0.128,0.013465362825115089,3.467853114407094,3.467879256707043,4.307191260518847,2.3466017991695094,4.904940015795862
A,5,10240,14336,32000,4096,0.128,0.008276678015169993,3.478720233676038,3.4787300797253633,4.328806493886663,2.336186875719494,4.91897700541478
A,6,12288,16384,32000,4096,0.128,-0.00329110205899616,3.342845692105659,3.342847312184947,4.157129116854195,2.2468924478736514,4.725489198644792
A,7,14336,18432,32000,4096,0.128,-0.006495365793932583,3.383498130570587,3.383504365203547,4.215453666674726,2.2632927151579088,4.784615295963538
A,8,16384,20480,32000,4096,0.128,-0.008135772532927976,3.4595519480454464,3.4595615144147605,4.3103985946417716,2.3178275594364215,4.894063816499817
A,9,18432,22528,32000,4096,0.128,-0.019872586991916966,3.284280027894735,3.28434015006698,4.101461914148201,2.17915511194672,4.644427503485413
A,10,20480,24576,32000,4096,0.128,-0.02372844277580753,3.360522582564143,3.360606354055789,4.202979639235194,2.2188920792679765,4.752738148400747
A,11,22528,26624,32000,4096,0.128,0.014281469812646868,3.4503192965574803,3.4503488531707798,4.295732291996414,2.315192746103493,4.879900959662091
A,12,24576,28672,32000,4096,0.128,0.019823901473728922,3.661027190955336,3.6610808622569313,4.547705518077201,2.475223707930263,5.177678812310577
A,13,26624,30720,32000,4096,0.128,-0.00759696049171916,3.5267368528205734,3.5267450351352982,4.3822003694778005,2.3833619317081016,4.988395952184104
A,14,28672,32768,32000,4096,0.128,0.009678785524450912,3.1820791721272625,3.182093891854128,3.9668288772014817,2.124358862267883,4.499847988176452
A,15,30720,34816,32000,4096,0.128,0.03423767240054193,3.167402879577781,3.1675879182382647,3.936135979646542,2.136392988421792,4.4785423355424285
A,16,32768,36864,32000,4096,0.128,0.042752778945943676,3.1996675103687995,3.1999531210655685,4.007206581082636,2.1019314570142003,4.52502159480569
A,17,34816,38912,32000,4096,0.128,0.032211765540955554,3.3406948159678964,3.3408501090701512,4.190966537304153,2.18157798535284,4.72477333032806
A,18,36864,40960,32000,4096,0.128,0.005560156447528995,3.3381256399171026,3.33813027055741,4.166865733357756,2.220131669799745,4.72141447778935
A,19,38912,43008,32000,4096,0.128,-0.002791110448097875,3.330473468027001,3.330474637574851,4.128386994078863,2.268185104470184,4.710439771509654
A,20,40960,45056,32000,4096,0.128,0.00860042126572274,3.4168886226105437,3.4168994463652758,4.2354253608775165,2.32615691911938,4.832166594803144
A,21,43008,47104,32000,4096,0.128,0.017128361966684012,3.39910813758838,3.3991512928675602,4.2480197831455575,2.248534078242685,4.806410051068751
A,22,45056,49152,32000,4096,0.128,0.00852229430268175,3.333485286827001,3.333496180737616,4.1560764865566355,2.2267684668688528,4.7150259349393195
A,23,47104,51200,32000,4096,0.128,-0.0003147539369773994,3.443666057542488,3.4436660719268737,4.280197673513876,2.3245209818359425,4.870676536103494
A,24,49152,53248,32000,4096,0.128,0.006606863854151879,3.4886102926471554,3.488616548807515,4.347263629259544,2.3305033766253938,4.932539614716259
A,25,51200,55296,32000,4096,0.128,0.0007967597593138906,3.3924290660998175,3.3924291596649434,4.24147284903947,2.240179977092723,4.796717446223631
A,26,53248,57344,32000,4096,0.128,-0.014743105899492757,3.5403658209851505,3.540396518127796,4.4267129871335715,2.341005247531751,5.007603562526513
A,27,55296,59392,32000,4096,0.128,-0.013857460352987919,3.611381934260437,3.6114085208281397,4.492519548037055,2.430676671802509,5.107927267722201
A,28,57344,61440,32000,4096,0.128,0.009016465208012097,3.34595829247808,3.3459704409405164,4.15139294377991,2.2701157629216184,4.731541921058169
A,29,59392,63488,32000,4096,0.128,-0.004215904406083142,3.3742088888700263,3.3742115226493223,4.21320194215361,2.2404302764426154,4.771854820608826
A,30,61440,65536,32000,4096,0.128,-0.00807015164247689,3.5065065782044504,3.506515864834867,4.417361620574222,2.2538591538394144,4.959129436934253
A,31,63488,67584,32000,4096,0.128,-0.017198602187911083,3.486270881065089,3.4863133032014737,4.349705247287492,2.321733757274465,4.930556092161222
A,32,65536,69632,32000,4096,0.128,-0.0282199894793891,3.4625843133353005,3.4626993075867722,4.284697365996412,2.371095831305815,4.897012044033832
A,33,67584,71680,32000,4096,0.128,-0.0022586980434497533,3.457429227382836,3.457429965173254,4.331939249909908,2.266996123986233,4.889270813841121
A,34,69632,73728,32000,4096,0.128,-0.004523392333275987,3.5507705742626423,3.5507734554780677,4.437108087645653,2.3502955170863524,5.021137042452303
A,35,71680,75776,32000,4096,0.128,-0.01788326544094662,3.620160636418156,3.620204807003927,4.504334622789829,2.4327006506462006,5.119283431274111
A,36,73728,77824,32000,4096,0.128,-0.020627820251040357,3.42466859172357,3.4247307149769033,4.2727832410056115,2.281985135747052,4.843979023941878
A,37,75776,79872,32000,4096,0.128,0.013206166138073207,3.2683395313555716,3.2683662118932797,4.088204507515589,2.1579672260768406,4.622795544266753
A,38,77824,81920,32000,4096,0.128,0.005792887779567168,3.4329944289731738,3.432999316473814,4.278211349068341,2.292698464110705,4.853818970113404
A,39,79872,83968,32000,4096,0.128,-0.022665608436667584,3.524700417172293,3.5247732920884913,4.389651558802524,2.3625914933802017,4.985065633699312
A,40,81920,86016,32000,4096,0.128,0.0005196566259994852,3.449310712056451,3.4493107512009398,4.322588476470601,2.2624661799190147,4.878885564572485
A,41,83968,88064,32000,4096,0.128,0.017975181973935085,3.4010746769623394,3.4011221773763847,4.272922022824382,2.2081235800167147,4.80974763971702
A,42,86016,90112,32000,4096,0.128,-0.006621006252450651,3.6438556827321933,3.643861698020864,4.564145193725867,2.393432009850611,5.153633488635807
A,43,88064,92160,32000,4096,0.128,-0.008622857036417514,3.7055105762561014,3.7055206090925057,4.651414853654666,2.414772154169721,5.240876329141219
A,44,90112,94208,32000,4096,0.128,-0.008756915567155422,3.562879122931893,3.562889884376752,4.4544649300492,2.3538654294304595,5.038148496511995
A,45,92160,96256,32000,4096,0.128,-0.013691251111025244,3.4694002279166343,3.469427242618726,4.321614464008468,2.322009962086909,4.905923138366321
A,46,94208,98304,32000,4096,0.128,0.007647812118298299,3.512179491318482,3.512187817908995,4.376541425321401,2.3473665296756403,4.966310952024223
A,47,96256,100352,32000,4096,0.128,0.008185892056186604,3.46458409862163,3.46459376915254,4.330420574603272,2.2940106644064313,4.900512961043749
A,48,98304,102400,32000,4096,0.128,0.009891606354674433,3.3208205919281397,3.3208353237777746,4.1486618899550125,2.2028027150713694,4.697205049674848
A,49,100352,104448,32000,4096,0.128,-0.0014053901493928283,3.4638526486409935,3.4638529337457005,4.323289538417997,2.2998021802162762,4.896929905677846
A,50,102400,106496,32000,4096,0.128,0.01508024036470548,3.4530894918420976,3.453122420696922,4.291250011860723,2.330554356711556,4.883268400762124
A,51,104448,108544,32000,4096,0.128,0.038307772579681945,3.391076942755666,3.3912933103948895,4.200001160023467,2.3154468869035134,4.7959674759395154
A,52,106496,110592,32000,4096,0.128,0.024698198141444926,3.5095301586596515,3.5096170639448787,4.3630376559313415,2.3670368903112826,4.963764823918369
A,53,108544,112640,32000,4096,0.128,0.02519976062871448,3.4092456523866335,3.4093387843177023,4.248913818643615,2.280761330945907,4.822358436180248
A,54,110592,114688,32000,4096,0.128,0.04997003166531913,3.4412647027120857,3.4416274868435037,4.304479696287652,2.271590446713996,4.8671006372742
A,55,112640,116736,32000,4096,0.128,0.03582645368256075,3.4487123031701645,3.4488983871405563,4.323884285695753,2.25783710056887,4.877889265736966
A,56,114688,118784,32000,4096,0.128,0.013761458891838444,3.2462884729897605,3.246317641207807,4.068777080215117,2.1266566593672107,4.5910364271387305
A,57,116736,120832,32000,4096,0.128,0.0060047385305591165,3.2759518849720854,3.275957388235839,4.081262630280046,2.1924850676042573,4.632892771151524
A,58,118784,122880,32000,4096,0.128,-0.002601363357857955,3.3112950784924915,3.311296100311767,4.121789591484232,2.2240714793476535,4.683550296699654
A,59,120832,124928,32000,4096,0.128,-0.016962232150343034,3.4355837779879987,3.4356256508667835,4.292747047171135,2.2765967048759874,4.859070874935733
A,60,122880,126976,32000,4096,0.128,-0.022365955543543762,3.520517384584783,3.5205884296706786,4.402693219830309,2.3243869609519905,4.97860244769387
A,61,124928,129024,32000,4096,0.128,-0.01842418138195172,3.618756336943585,3.6188032381754254,4.517932311129435,2.403704985189554,5.1175687610204585
A,62,126976,131072,32000,4096,0.128,-0.04159886372443223,3.5343176649181824,3.534562465428483,4.393006174566834,2.3848466975508087,4.998599505921766
A,63,129024,133120,32000,4096,0.128,-0.028141519827817416,3.3943216618343843,3.394438317179494,4.215624495319874,2.2985835520539686,4.8015597706697335
A,64,131072,135168,32000,4096,0.128,-0.036128467827627464,3.4990086736985617,3.4991951881547476,4.355669049256004,2.348822347881454,4.948617917010169
A,65,133120,137216,32000,4096,0.128,-0.07182144860522378,3.39326319274811,3.3940231902181885,4.229929714153567,2.2655716655593046,4.798449787010847
A,66,135168,139264,32000,4096,0.128,-0.06354461243583678,3.318950533170116,3.319558789869494,4.152591453270667,2.190032687030671,4.694705416534608
A,67,137216,141312,32000,4096,0.128,-0.04535707022129898,3.3769654458703515,3.3772700345725095,4.213514890598535,2.249432020640265,4.776363904559339
A,68,139264,143360,32000,4096,0.128,-0.046396085542981746,3.515237029209939,3.51554319675956,4.363425537440175,2.381210956512748,4.970880006618692
A,69,141312,145408,32000,4096,0.128,-0.04668431987663885,3.5442934746131503,3.5446009168745216,4.360690815908712,2.470622952465111,5.0119459459573195
A,70,143360,147456,32000,4096,0.128,-0.045881514090075765,3.445691555509956,3.4459970123387826,4.2749451967563346,2.338920308795631,4.87295645847228
A,71,145408,149504,32000,4096,0.128,-0.03814196700903333,3.4207552456732873,3.420967883574564,4.292065294865635,2.23471919013115,4.838986914027611
A,72,147456,151552,32000,4096,0.128,-0.03576437377625091,3.4034579811536165,3.4036458863856356,4.249583733811713,2.260752969898016,4.81351907668182
A,73,149504,153600,32000,4096,0.128,-0.04281066373458378,3.479190514489833,3.479453892358027,4.3334427869150325,2.3292424497478383,4.919765927071452
A,74,151552,155648,32000,4096,0.128,-0.036870658409728946,3.5706997174965713,3.5708900736345357,4.42918765524484,2.425775920587882,5.04995961392537
A,75,153600,157696,32000,4096,0.128,-0.0404441285468948,3.5418153922377758,3.5420463012538876,4.413149992301371,2.370251353786786,5.00938961697707
A,76,155648,159744,32000,4096,0.128,-0.025457752063509226,3.501760587856815,3.501853125390532,4.370953090812401,2.3284564058232142,4.9524680873178415
A,77,157696,161792,32000,4096,0.128,-0.008655100794882872,3.4866182504468535,3.486628993041681,4.312010295013865,2.3921835017492925,4.931123065828622
A,78,159744,163840,32000,4096,0.128,-0.00866469227476693,3.530735076733896,3.530745708624642,4.39931832513561,2.3636176673553893,4.9940654985000466
A,79,161792,165888,32000,4096,0.128,-0.003788051718287295,3.481712002329958,3.4817140630017716,4.363438002324731,2.2822070170084103,4.924231926769297
A,80,163840,167936,32000,4096,0.128,0.014705319867130622,3.410205669352527,3.410237374980884,4.255271871204253,2.2685626923515345,4.82221063278984
