E_0_10,centroid,spec_kurt,E_1x_pm0.1,Pk_1x_pm0.1,E_2x_pm0.1,Pk_2x_pm0.1,E_3x_pm0.1,Pk_3x_pm0.1,src,seg_idx,rpm
1455.3252789195126,2.4951779139874364,57.54797058663772,34.52811959680956,19.254267864550815,21.80214698642203,12.169430211539776,4.996648821989032,3.2183114380217357,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,0,1798.0
1269.6307698242551,2.540434214568686,63.82064566291945,57.12079051028095,27.750976696099755,42.01054855757718,15.582511056697054,37.63635071427981,20.299097968729818,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,1,1798.0
1596.7029241675577,2.5694417004917196,56.244012418633496,52.67995289984703,39.6742266338792,53.783988871055556,22.344748518814882,28.69210460353174,15.364168606428432,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,2,1798.0
1518.9961429609334,2.6416839899762063,61.86809641209702,48.08262242244487,27.56948805600781,44.2735919584074,20.25357654732976,63.22712844073385,21.792503336953878,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,3,1798.0
1539.7074343774634,2.58357050734552,58.71774211581605,56.665421240245614,24.533181590627336,41.32985558042574,26.910014843486366,35.30629331447149,15.703322943911852,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,4,1798.0
1561.4491479039598,2.4022998610676107,58.072643582025094,103.12884756606778,44.253605636200305,39.46880338773369,21.021383583285544,54.22261189965535,22.402804226223857,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,5,1798.0
1436.39278148026,2.5557331489483937,63.96452639662461,31.127386502877343,13.78973120784037,83.5499672810596,30.922018561035465,28.867726150736647,13.530355824763564,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,6,1798.0
1529.9974264796692,2.652346529032041,63.05094248754309,49.55337081478668,20.314938447436624,25.974858019961133,11.5203018716246,25.14663414823437,21.073674440709542,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,7,1798.0
1586.0917958420268,2.4620874235736205,58.70195523683479,87.98305230312896,39.545958154044904,15.530060347822804,11.51579802665935,40.86095817880465,16.029227027949513,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,8,1798.0
1468.480933330712,2.545306435487319,56.45960929026002,59.25607580882686,26.642205170879443,59.03362652324516,28.75190506212887,36.85596674764293,22.561476472160795,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,9,1798.0
1544.9961888283424,2.50276074437035,54.15774136623449,73.23813283529114,33.19858665622687,39.37426078459464,19.97196297525594,44.5511725422562,16.542321605410518,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,10,1798.0
1487.3704382417325,2.615114896156416,64.51554021880253,76.87736707680791,30.24466409605187,26.75532445000475,17.59293016262264,49.39626498697109,20.987866321293563,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,11,1798.0
1712.2115827074874,2.4971043612814627,57.91171193669915,55.06438332941661,23.845182105229277,60.23122684513855,34.46397837223117,23.405070611475907,9.465239490586518,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,12,1798.0
1600.2753452884103,2.4288543492993155,59.61291327561841,86.63012611117921,44.542611986075734,61.48675142174969,23.194795558071,59.48589704401037,22.48210200953732,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,13,1798.0
1463.2889062015715,2.6235716198366203,64.59291147308163,46.1558968467872,18.44177373296834,61.652800124186015,30.318696664013064,38.7010850120154,18.747664427623224,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,14,1798.0
1523.702304744927,2.5473283738080155,61.474805240137265,76.96912830311581,28.04349109740964,84.44788685916635,29.344379535393383,23.82069041828454,10.28600888931467,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,15,1798.0
1531.6218997176838,2.581667452239942,58.34992549964674,74.30953351351774,31.22396086396394,44.2360048811783,20.824262941866806,24.505862100542302,10.968919152187437,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,16,1798.0
1273.1035498791928,2.2484401482268965,57.811810875766966,70.59222301478505,31.227452235686258,37.1918181543584,16.1587224004142,30.452278263395606,16.750201114600248,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,17,1798.0
1472.306054389232,2.4415501752503133,57.92550843575234,69.32468125466202,32.68421013275442,36.12819790469423,19.527253173396836,28.507301095298867,10.278871959134843,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,18,1798.0
1355.6088685809368,2.5804383615441635,65.22475934458926,47.29624721841723,21.58033983259156,35.4959838020464,14.109602109694679,41.91360360195332,17.538967904487148,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,19,1798.0
1672.8112537345364,2.7186189768945987,56.58191132720241,37.38197950468496,14.332205256974836,21.504273772135253,10.768733403986953,40.31860803450691,22.725353696977344,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,20,1798.0
1561.45795526937,2.696789096679366,61.15959054285081,66.81626650628449,30.16264555471982,59.736882316731965,28.34853741549156,34.084930908697,15.182469001958502,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,21,1798.0
1411.3140333513727,2.4532891955484915,62.1561193314767,65.73431370029779,39.84765589965842,74.95871931592386,30.01248362455295,25.92273781904613,16.39502535299576,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,22,1798.0
1600.0328231829733,2.642197162918934,58.81031306402655,54.70395210251827,36.233522110966426,41.85756862770417,14.996000017679222,15.876646598972439,12.560502632304534,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,23,1798.0
1512.8891590242602,2.6828354352147805,57.77224174889634,91.0083303042478,41.53663706867146,37.631771427077794,16.77230809744455,35.09977524053689,19.074433061453313,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,24,1798.0
1326.278527435702,2.3588129314277313,56.65092678210798,76.30764155074425,32.049044153331295,22.393151234495654,11.25114152685122,34.82008535621413,13.182544158296334,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,25,1798.0
1547.6860561034284,2.6685910974773717,60.724170680573266,85.72908912062401,28.996065009193263,54.827247092656066,23.471780037821585,42.384229954381254,19.247349563566306,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,26,1798.0
1403.8718838255925,2.752755370104938,64.57680556381956,42.29328462072374,22.12847079483594,21.935244110864854,8.720200660815586,21.697599300233083,9.096771869232605,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,27,1798.0
1740.1862201684803,2.636141160243761,56.14011018819633,63.22158417256087,32.26436714801298,58.05687015866994,22.366384391126964,16.1611916283442,7.77798406239243,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,28,1798.0
1433.4348696795118,2.6468729896383527,61.67713558600557,49.87412307941653,22.415905845050993,68.53176114298161,24.45875439903968,42.260693285969765,15.312674333869463,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,29,1798.0
1338.4131054266145,2.5586700136030816,61.14910668429099,49.918940229227985,18.807722855811356,39.49755651720619,14.410249679804227,23.982667203713728,13.406275624781259,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,30,1798.0
1562.1156174427713,2.673860006415787,60.25828500430338,82.20418785175002,35.44406822447003,64.93513082048656,29.08130214177892,39.84544446826951,14.041020712547775,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,31,1798.0
1686.1761031552787,2.7404071824670315,55.46658652639544,103.53675393578575,46.46326059501304,46.011787387078535,20.936390621536834,50.463427293987955,18.52299452197837,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,32,1798.0
1402.369445815322,2.432054961217699,60.062868930931884,65.15098019793811,34.02393205351866,21.301216658602094,9.666048163655788,36.463350373479855,14.932276792066551,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,33,1798.0
1552.8611098737285,2.6146511516929034,61.20833829846559,80.81946823182503,34.64971978177594,55.07170188570745,31.484748150623123,29.6805841238328,11.15335020683609,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,34,1798.0
1613.0568120852001,2.5031735741518037,57.96226384055494,68.93753361095202,37.36674044276451,38.82511745711001,20.013253730547195,26.520615053434152,14.824450259483063,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,35,1798.0
1624.1397596732706,2.6771348589250255,60.314027368451946,54.56074450311838,25.556601001885227,45.49524070740571,19.53393508409195,34.479832065878206,18.29777989502388,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,36,1798.0
1495.4169260081208,2.516965485104374,61.15063405267683,80.30781894088405,31.258825181847566,62.28369554948382,33.58454651755839,86.34200734324386,30.530359751710247,../第3问_CNN/cleaned/48kHz_DE_data/B/0007/B007_0.csv,37,1798.0
